"scenario","method_a","method_b","n","delta_cor_mean","delta_cor_ci_lo","delta_cor_ci_hi","delta_rmse_mean","delta_rmse_ci_lo","delta_rmse_ci_hi","delta_sign_acc_mean","delta_sign_acc_ci_lo","delta_sign_acc_ci_hi","delta_abs_slope_bias_mean","delta_abs_slope_bias_ci_lo","delta_abs_slope_bias_ci_hi","delta_abs_intercept_bias_mean","delta_abs_intercept_bias_ci_lo","delta_abs_intercept_bias_ci_hi","hrf_regime","ar_regime","isi_regime","amp_regime","cell","comparison"
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","st_default","fmrilss_lss",40,0.0113015409402143,-0.0202325253598228,0.036216279559108,-1.45262950767301,-2.00224156589462,-1.08693127586454,0.0111111111111111,-0.0308256172839507,0.0477623456790124,0.796342686409265,0.383553291902826,0.957626770530539,-0.0233902445482988,-0.0942654117187352,0.0496648379564219,"nominal","ar_iid","isi_dense","amp_none","h1_r1_c1","st_default - fmrilss_lss"
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default","fmrilss_lss",40,0.0392705816870556,-0.0115472532914903,0.0747306652898836,-0.96089140734658,-1.23832333890119,-0.6947789065806,0.010474537037037,-0.0230324074074074,0.0516589506172839,0.567911166453831,0.323081338775751,0.658587276181756,-0.0144401998520337,-0.0895009578901025,0.0854298677445268,"nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","st_default - fmrilss_lss"
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default","fmrilss_lss",40,0.0376486766599204,-0.00523203410164311,0.0713848223130222,-0.699637647503952,-0.919853613716102,-0.545192804748718,0.0102430555555556,-0.0315007716049382,0.0392939814814815,0.497615284456906,0.370065693741215,0.598658258512497,-0.0311803193907732,-0.143880078129241,0.0546999984998208,"nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","st_default - fmrilss_lss"
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default","fmrilss_lss",40,0.0157228183362541,-0.021613478373962,0.0443850495765454,-1.84733819445109,-2.45045868182701,-1.26049241046944,0.0095486111111111,-0.0185185185185186,0.0354552469135803,0.785293984999414,0.54543269947737,0.957644556179132,-0.0194401988820665,-0.111947770013729,0.0506107165544403,"nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","st_default - fmrilss_lss"
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default","fmrilss_lss",40,0.0297171767393546,-0.0313175723315232,0.0976311203281239,-1.26037270673974,-1.55468205195087,-0.958924823077142,0.0125,-0.0199845679012346,0.0377700617283951,0.616421414703788,0.431608526678925,0.729837247735407,-0.0223763168895161,-0.141537210949082,0.0697861752860123,"nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","st_default - fmrilss_lss"
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default","fmrilss_lss",40,0.0209596698985662,-0.0212211955537974,0.0547204662897992,-0.915893689857704,-1.08820846973501,-0.757782394248788,0.00642361111111112,-0.0292438271604938,0.0400848765432099,0.494578369584672,0.323858619179877,0.606586803407222,-0.0333089073322642,-0.199521846777617,0.0553625493965048,"nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","st_default - fmrilss_lss"
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default","fmrilss_lss",40,0.0379754252482766,-0.0504944359311929,0.109835807752114,-2.2554881043206,-2.83041875032153,-1.50291195076249,0.000636574074074078,-0.309085648148148,0.0470293209876543,0.777451320711562,0.47710019627027,0.925370325633331,-0.0301520667637602,-0.118406632887758,0.0495144441804012,"nominal","ar_high","isi_dense","amp_high","h1_r3_c1","st_default - fmrilss_lss"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default","fmrilss_lss",40,0.0205032896593013,-0.0217048274019891,0.0573534731535857,-1.43292483978741,-1.6501227993262,-1.23403505537933,0.0124421296296296,-0.0253472222222222,0.0431905864197531,0.629289774317387,0.4261645467811,0.748527275822776,-0.0472473288831258,-0.168343444568001,0.0592731621220709,"nominal","ar_high","isi_mid","amp_none","h1_r3_c2","st_default - fmrilss_lss"
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default","fmrilss_lss",40,0.0306108833722567,-0.00614176102532931,0.0674638111161514,-1.35166116326694,-1.59121812771099,-1.10548855410216,0.00983796296296296,-0.0284529320987654,0.0339313271604938,0.585670219332039,0.236414499256511,0.692930713683714,-0.0559161383228795,-0.261627287340647,0.0782512837605818,"nominal","ar_high","isi_sparse","amp_mod","h1_r3_c3","st_default - fmrilss_lss"
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default","fmrilss_lss",40,-0.00513563605885211,-0.0386625027455206,0.0293034096713414,-1.60498387990822,-2.11883590721571,-1.27995752338468,0.0111111111111111,-0.0230902777777778,0.0408757716049383,0.679653147826187,0.350762351112432,0.938348682862616,-0.0236293061353725,-0.0799728995362395,0.0356056018710829,"lag2_widen1p5","ar_iid","isi_dense","amp_none","h2_r1_c1","st_default - fmrilss_lss"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_lss",40,-0.0251550894585663,-0.0863611530463397,0.0450602681260893,-0.946006942117412,-1.26555712621693,-0.724063818520055,-0.00353009259259259,-0.0431905864197531,0.0438657407407407,0.566289021244365,0.394713655275608,0.713548303440604,-0.00410598553209942,-0.0633065898570379,0.10377235224182,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_lss"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_lss",40,0.00212579892583392,-0.0570367610970008,0.0522880976911674,-0.680104918981361,-0.855620798105212,-0.531490219692976,-0.000983796296296288,-0.0446566358024691,0.0300347222222223,0.457166051253352,0.302869537798779,0.573739167495702,-0.0301880310529571,-0.134368432084141,0.0897896792895398,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_lss"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_lss",40,-0.00557571416359697,-0.0531931728791646,0.0348266312718157,-1.93896547089211,-2.62527319924652,-1.26638719922245,0.00659722222222222,-0.026929012345679,0.031616512345679,0.723793319015996,0.434353189880113,0.949429934773429,-0.0187846615479453,-0.0933217013460538,0.0520571777094963,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_lss"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_lss",40,-0.0108054301775383,-0.0667528786897618,0.0362888751489317,-1.24305679722589,-1.49137064549459,-0.903071730295863,-0.00370370370370369,-0.0331404320987654,0.0491126543209876,0.577730130479659,0.449385889743418,0.714647458391864,-0.0101657004626138,-0.0995618393306754,0.100107531623356,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_lss"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_lss",40,0.000486713562040708,-0.0377490833868979,0.0369952605009065,-0.88392872760894,-1.01024290526496,-0.724214451890158,0.00387731481481481,-0.0315586419753087,0.0353973765432099,0.443329247159432,0.286499571416963,0.543829927395253,-0.0486712779058545,-0.195802024059052,0.050716059120632,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_lss"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_lss",40,-0.0138172411862628,-0.0798770359950913,0.0880554210467362,-2.38407735118216,-3.24798029834667,-1.56590117777642,-0.0027199074074074,-0.334143518518519,0.0447145061728395,0.730064555364748,0.408425002099692,0.944080096978395,-0.0305750107212379,-0.115666768264663,0.0435771070184699,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_lss"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_lss",40,-0.0184399721010902,-0.0535441692026935,0.0162059675310877,-1.61093029029043,-1.9240409582072,-1.29953616582374,-0.00277777777777778,-0.037037037037037,0.0269868827160493,0.644347220757351,0.480046395193439,0.822351652831239,-0.0381632657747386,-0.129920361880812,0.0598673153967574,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_lss"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_lss",40,-0.0028883267181387,-0.0468352039696103,0.0456253974023698,-1.31235405464107,-1.52669472391933,-1.09152895571032,0.003125,-0.0339313271604938,0.0324074074074074,0.53394351178161,0.358581788337319,0.677731972661777,-0.0638514164334501,-0.271860096948449,0.0318043854439055,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_lss"
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","st_default","fmrilss_oasis_best",40,0.0109105597863121,-0.0202107806284694,0.0352635072707275,-1.3193011091891,-1.80505521040623,-0.970669486767013,0.00960648148148148,-0.026195987654321,0.0462384259259259,0.784043297471066,0.437688815557688,0.943875705003715,-0.0255354350620322,-0.0920004790951022,0.0203867613053048,"nominal","ar_iid","isi_dense","amp_none","h1_r1_c1","st_default - fmrilss_oasis_best"
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default","fmrilss_oasis_best",40,0.0387985831507361,-0.0119818493860551,0.0741791745909211,-0.865448196662799,-1.12009944460206,-0.622036626278735,0.0101851851851852,-0.0237654320987654,0.0516010802469136,0.556519835680928,0.368108154311445,0.655424921881118,-0.0138997372742544,-0.0859764943801765,0.0760926579279294,"nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","st_default - fmrilss_oasis_best"
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default","fmrilss_oasis_best",40,0.0373539755386909,-0.00550796226904493,0.0709714838687403,-0.650962716241593,-0.866926891991289,-0.51145828255248,0.0101851851851852,-0.0299768518518519,0.0377700617283951,0.501146778047166,0.404477170363746,0.588705175508241,-0.0292503785977848,-0.1400328983464,0.0548083409208393,"nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","st_default - fmrilss_oasis_best"
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default","fmrilss_oasis_best",40,0.0152151542591669,-0.0216070095204343,0.0435114595012824,-1.68848434216723,-2.22512427298795,-1.13135963684916,0.00885416666666665,-0.0185185185185186,0.0346643518518519,0.778812465940294,0.564738128355313,0.947763035872164,-0.0225854262229047,-0.112497442215105,0.037637416282434,"nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","st_default - fmrilss_oasis_best"
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default","fmrilss_oasis_best",40,0.0293001753122192,-0.0315107123995138,0.0968678903306,-1.16486307826286,-1.48049053124158,-0.863903852019851,0.0121527777777778,-0.0199845679012346,0.0377700617283951,0.603145678179779,0.459835024234324,0.726507256911888,-0.021431869374023,-0.138365570318259,0.0627591761788968,"nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","st_default - fmrilss_oasis_best"
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default","fmrilss_oasis_best",40,0.0208185471686006,-0.0213560192278716,0.0545959661391024,-0.843630539254108,-1.02800094258682,-0.681062426816004,0.00601851851851853,-0.0292438271604938,0.0400848765432099,0.48459637243564,0.378488683476414,0.58105175305625,-0.0301860374438037,-0.184612590446804,0.0565722273663766,"nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","st_default - fmrilss_oasis_best"
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default","fmrilss_oasis_best",40,0.0376532061087855,-0.0509780811377174,0.109346469391307,-2.12137676171636,-2.75205439083368,-1.39756766321344,-0.000289351851851842,-0.314448302469136,0.0500771604938271,0.783516147163574,0.511694189323518,0.926027828319643,-0.0292824144206079,-0.115169422173153,0.0481184133172312,"nominal","ar_high","isi_dense","amp_high","h1_r3_c1","st_default - fmrilss_oasis_best"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default","fmrilss_oasis_best",40,0.0201937429610508,-0.0220593435331506,0.0569589871631196,-1.35403851726845,-1.57615662008636,-1.13008020164564,0.0126736111111111,-0.0238233024691357,0.0423996913580246,0.627980196958743,0.479215562809043,0.754865033997144,-0.0453892700277715,-0.160541014393596,0.05945824914059,"nominal","ar_high","isi_mid","amp_none","h1_r3_c2","st_default - fmrilss_oasis_best"
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default","fmrilss_oasis_best",40,0.0299198349479475,-0.00623304147798301,0.0666228633833626,-1.24414370674213,-1.47583055036976,-1.0012716504769,0.00989583333333333,-0.026929012345679,0.0362461419753087,0.58023196287995,0.285156465719654,0.683470258240573,-0.051304051084752,-0.24438221129173,0.0788614705379103,"nominal","ar_high","isi_sparse","amp_mod","h1_r3_c3","st_default - fmrilss_oasis_best"
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default","fmrilss_oasis_best",40,-0.00567913073126802,-0.0398224660585127,0.0284892835704782,-1.45850663769903,-1.91443426701735,-1.14788600319758,0.00954861111111112,-0.0292438271604938,0.0400848765432099,0.647168806977251,0.327448771722533,0.930736457883495,-0.0312536687137074,-0.0946535370466474,0.0157329457202024,"lag2_widen1p5","ar_iid","isi_dense","amp_none","h2_r1_c1","st_default - fmrilss_oasis_best"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_oasis_best",40,-0.02560619558247,-0.0865031856333131,0.0447014939596312,-0.863488529810844,-1.20031139396029,-0.643508049067834,-0.00358796296296296,-0.0416666666666667,0.0453896604938271,0.531453658977887,0.364434779502248,0.685896649680418,-0.00396399024277825,-0.0614263608915908,0.0944457013054852,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_oasis_best"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_oasis_best",40,0.00162081691277344,-0.0575690977757437,0.0517165266731385,-0.635287192890314,-0.795750463413052,-0.486819110308785,-0.00144675925925925,-0.0461805555555555,0.0300347222222223,0.436989290167775,0.28413005987476,0.56521258410612,-0.0289774452038517,-0.131495888241685,0.0894854146028099,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_oasis_best"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_oasis_best",40,-0.00607551434349187,-0.0531708717799576,0.0333332533373521,-1.79162441361005,-2.39049630130367,-1.19551668244049,0.00590277777777778,-0.026929012345679,0.0331404320987654,0.694215382673828,0.418161991374271,0.940749678255021,-0.0230087948998937,-0.113764099680473,0.0517013024957483,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_oasis_best"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_oasis_best",40,-0.0111902300367895,-0.0670140721085479,0.0358488424506976,-1.15109432380223,-1.4383559508095,-0.835691715426049,-0.0037037037037037,-0.0354552469135802,0.0483217592592592,0.550459630253958,0.41832223992251,0.727321150903031,-0.0092283739725883,-0.0960063897640236,0.0930282924804782,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_oasis_best"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_oasis_best",40,9.12328524219561e-05,-0.0381630523282952,0.0364179222344343,-0.850836631138604,-0.986581685841322,-0.678033497041333,0.0042824074074074,-0.0315586419753087,0.0369212962962963,0.430825333929189,0.281618373146131,0.535747511045336,-0.0454596967421166,-0.18811813326349,0.0505847104729543,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_oasis_best"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_oasis_best",40,-0.014305144273668,-0.0803083202452224,0.0869550116086891,-2.21579007219727,-3.00560616357741,-1.41514902976521,-0.00358796296296295,-0.333410493827161,0.0439236111111111,0.700584985244689,0.395525015611274,0.9346240491198,-0.0386829904483251,-0.141421866566968,0.0315530372744957,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_oasis_best"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_oasis_best",40,-0.0187802742998696,-0.053657451039945,0.0152458894801965,-1.52425567077735,-1.83709794284961,-1.23707464586657,-0.00300925925925926,-0.0377700617283951,0.0254629629629629,0.620438552129008,0.465818201561028,0.822152032118752,-0.0388774225079068,-0.132138485462057,0.0584777476706326,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_oasis_best"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_oasis_best",40,-0.00319371560558486,-0.0473599911381631,0.0451703432934237,-1.24857985614106,-1.49927576664204,-1.04518379036518,0.00283564814814814,-0.0339313271604938,0.0324074074074074,0.516046355251931,0.333249903851748,0.654487616406114,-0.060137949473096,-0.264671570579579,0.0310751841599518,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_oasis_best"
"h1_r1_c1__hrf_nominal__ar_iid__isi_dense__amp_none","st_default","fmrilss_sbhm",40,0.0805697386235203,0.0382136793226115,0.117187876517704,-2.66002716938199,-3.46776393026729,-2.0488720446203,0.0305555555555556,-0.0176697530864198,0.0663387345679012,0.72609472947886,0.0636039102596053,0.955083859018601,-0.0477116850700798,-0.181303577184996,0.0345035886959153,"nominal","ar_iid","isi_dense","amp_none","h1_r1_c1","st_default - fmrilss_sbhm"
"h1_r1_c2__hrf_nominal__ar_iid__isi_mid__amp_mod","st_default","fmrilss_sbhm",40,0.115420246996879,0.0416557879472728,0.186324706926764,-1.82437214032398,-2.19980312020909,-1.28060710787231,0.0382523148148148,-0.00677083333333335,0.0810185185185186,0.449461297675262,-0.0878439365589227,0.708906550764403,-0.0250363994037555,-0.128209282333258,0.0559475874721318,"nominal","ar_iid","isi_mid","amp_mod","h1_r1_c2","st_default - fmrilss_sbhm"
"h1_r1_c3__hrf_nominal__ar_iid__isi_sparse__amp_high","st_default","fmrilss_sbhm",40,0.155647415362719,0.0392505631616014,0.286956931747539,-2.0566111839811,-3.56193195282638,-1.37301420452591,0.0395833333333333,-0.00383873456790127,0.0755979938271605,0.222121399133092,-0.667487582722998,0.520431587375099,-0.104762395987647,-0.355121434015348,0.0525946166931066,"nominal","ar_iid","isi_sparse","amp_high","h1_r1_c3","st_default - fmrilss_sbhm"
"h1_r2_c1__hrf_nominal__ar_mod__isi_dense__amp_mod","st_default","fmrilss_sbhm",40,0.0803947021319457,0.034150153579463,0.128620842827406,-3.29704312593816,-4.22431059683092,-2.26447245514782,0.0265625,-0.0184606481481482,0.0617091049382716,0.669323359907966,0.0924323611470789,0.904142669015781,-0.0359838930761598,-0.167741843720326,0.0546213830943555,"nominal","ar_mod","isi_dense","amp_mod","h1_r2_c1","st_default - fmrilss_sbhm"
"h1_r2_c2__hrf_nominal__ar_mod__isi_mid__amp_high","st_default","fmrilss_sbhm",40,0.101325066858344,0.0253479384606463,0.210252892315312,-2.34491410202973,-2.9062638860772,-1.73780501873325,0.0340277777777778,-0.0107253086419754,0.068653549382716,0.50286997781389,0.138098752433344,0.712627457448348,-0.0459936989328247,-0.211184534805299,0.0539378553845654,"nominal","ar_mod","isi_mid","amp_high","h1_r2_c2","st_default - fmrilss_sbhm"
"h1_r2_c3__hrf_nominal__ar_mod__isi_sparse__amp_none","st_default","fmrilss_sbhm",40,0.097193442975799,0.0376547852984334,0.163880853457013,-1.95538775485268,-2.30276480202667,-1.56656173031589,0.0376736111111111,0.00011574074074074,0.0779128086419753,0.338517025826365,-0.0806962219949501,0.610326199297293,-0.0756747274364324,-0.387234224340048,0.0627629904190165,"nominal","ar_mod","isi_sparse","amp_none","h1_r2_c3","st_default - fmrilss_sbhm"
"h1_r3_c1__hrf_nominal__ar_high__isi_dense__amp_high","st_default","fmrilss_sbhm",40,0.102910929207991,0.00738102055066553,0.182018125233756,-3.99659683544673,-4.93739084714287,-2.75435777382645,0.0139467592592592,-0.307503858024691,0.0601851851851851,0.65121899758479,0.0467235318060857,0.957958822708474,-0.0615069357102018,-0.177358861230546,0.0201410643896914,"nominal","ar_high","isi_dense","amp_high","h1_r3_c1","st_default - fmrilss_sbhm"
"h1_r3_c2__hrf_nominal__ar_high__isi_mid__amp_none","st_default","fmrilss_sbhm",40,0.0859547996083597,0.0329216560583086,0.147643382903448,-2.53276261159122,-2.87086835566571,-2.21325860889173,0.0344907407407408,-0.011400462962963,0.078587962962963,0.541543539870794,0.171060005123287,0.794808710329008,-0.0866536119834463,-0.255624090383161,0.0434440864839432,"nominal","ar_high","isi_mid","amp_none","h1_r3_c2","st_default - fmrilss_sbhm"
"h1_r3_c3__hrf_nominal__ar_high__isi_sparse__amp_mod","st_default","fmrilss_sbhm",40,0.0938264852345993,0.0363063096198715,0.144119178255384,-2.56011307448379,-3.07028818326119,-2.05101243796032,0.0362847222222222,0.00852623456790122,0.0701195987654321,0.437638780930285,-0.236088736836458,0.71056025006232,-0.092192247188453,-0.453879153875824,0.0579694120612831,"nominal","ar_high","isi_sparse","amp_mod","h1_r3_c3","st_default - fmrilss_sbhm"
"h2_r1_c1__hrf_lag2_widen1p5__ar_iid__isi_dense__amp_none","st_default","fmrilss_sbhm",40,-0.0471534025444551,-0.112996867757457,-0.00256278443000896,-2.94992331967072,-3.99046933064921,-2.30461689513112,-0.00219907407407406,-0.0377700617283951,0.0415509259259259,0.624857632602781,-0.148838121364859,0.958082531527426,-0.0406305765934148,-0.184554985448226,0.0521534296624776,"lag2_widen1p5","ar_iid","isi_dense","amp_none","h2_r1_c1","st_default - fmrilss_sbhm"
"h2_r1_c2__hrf_lag2_widen1p5__ar_iid__isi_mid__amp_mod","st_default","fmrilss_sbhm",40,-0.0685395444986928,-0.138545377575074,-0.00507616544480402,-1.86615151764865,-2.44739307502737,-1.42209418865258,-0.0152199074074074,-0.0523341049382716,0.0300925925925926,0.427379739321628,-0.152570458384491,0.805063980617439,-0.0176470513437146,-0.100497562988496,0.0883052249622808,"lag2_widen1p5","ar_iid","isi_mid","amp_mod","h2_r1_c2","st_default - fmrilss_sbhm"
"h2_r1_c3__hrf_lag2_widen1p5__ar_iid__isi_sparse__amp_high","st_default","fmrilss_sbhm",40,-0.0446809699310654,-0.119939704073604,0.0221912171726402,-1.50125439946916,-1.89370323143581,-1.17469846392189,-0.0157407407407407,-0.0717013888888889,0.032349537037037,0.461712842638144,0.200303910062101,0.717680819921052,-0.0646101303863373,-0.232659531799645,0.0703530256727851,"lag2_widen1p5","ar_iid","isi_sparse","amp_high","h2_r1_c3","st_default - fmrilss_sbhm"
"h2_r2_c1__hrf_lag2_widen1p5__ar_mod__isi_dense__amp_mod","st_default","fmrilss_sbhm",40,-0.048603823886899,-0.102965531411208,0.0029113205872756,-3.44478701134324,-4.66255833075475,-2.22339760399322,-0.0021412037037037,-0.0347222222222222,0.0231481481481481,0.574210321548917,0.0207167692257071,0.934194880415296,-0.032767814826844,-0.125373888356194,0.0577501593840111,"lag2_widen1p5","ar_mod","isi_dense","amp_mod","h2_r2_c1","st_default - fmrilss_sbhm"
"h2_r2_c2__hrf_lag2_widen1p5__ar_mod__isi_mid__amp_high","st_default","fmrilss_sbhm",40,-0.0562328172877722,-0.129750253303766,0.0253444444139997,-2.3507655073292,-2.90009008801288,-1.70912180902314,-0.0152199074074074,-0.0663387345679012,0.0300925925925926,0.454191568415391,-0.0131500500072568,0.816062346845923,-0.0280899545725777,-0.185909172550704,0.0876164371716888,"lag2_widen1p5","ar_mod","isi_mid","amp_high","h2_r2_c2","st_default - fmrilss_sbhm"
"h2_r2_c3__hrf_lag2_widen1p5__ar_mod__isi_sparse__amp_none","st_default","fmrilss_sbhm",40,-0.0327487353503476,-0.0865879344173787,0.0100531477023784,-1.79766313301115,-2.03001877583937,-1.4792798705451,-0.00868055555555555,-0.0584876543209877,0.0338734567901235,0.372469925411022,0.0325356846275971,0.685790197495389,-0.080445004940524,-0.240135810782899,0.0283968913414974,"lag2_widen1p5","ar_mod","isi_sparse","amp_none","h2_r2_c3","st_default - fmrilss_sbhm"
"h2_r3_c1__hrf_lag2_widen1p5__ar_high__isi_dense__amp_high","st_default","fmrilss_sbhm",40,-0.0523604748727297,-0.129419118817546,0.0473775818863321,-4.27492751316471,-5.81604179857102,-2.7861740194731,-0.0123263888888889,-0.328163580246914,0.0362461419753087,0.562225771679135,-0.0376762916067767,0.980485403710392,-0.0474853217507795,-0.178118319731726,0.0296145940522193,"lag2_widen1p5","ar_high","isi_dense","amp_high","h2_r3_c1","st_default - fmrilss_sbhm"
"h2_r3_c2__hrf_lag2_widen1p5__ar_high__isi_mid__amp_none","st_default","fmrilss_sbhm",40,-0.0526676188376174,-0.115645258384364,0.0128405356823769,-2.82249776819621,-3.28910303053336,-2.28608741037152,-0.0110532407407407,-0.0546489197530864,0.0347222222222222,0.545641074508705,0.0589380310501637,0.886456249187766,-0.0616952638498242,-0.221963902200802,0.0451803642180325,"lag2_widen1p5","ar_high","isi_mid","amp_none","h2_r3_c2","st_default - fmrilss_sbhm"
"h2_r3_c3__hrf_lag2_widen1p5__ar_high__isi_sparse__amp_mod","st_default","fmrilss_sbhm",40,-0.0335817638821279,-0.103219127204857,0.0560479004334087,-2.40551978010563,-2.77874509202826,-2.02085612630358,-0.00729166666666667,-0.0447145061728395,0.0353973765432099,0.523459860352497,0.126816567235111,0.807161580638369,-0.124608295825433,-0.356026544734331,0.00748823891710263,"lag2_widen1p5","ar_high","isi_sparse","amp_mod","h2_r3_c3","st_default - fmrilss_sbhm"
